id,allocation_id,role,quantity,expertise_level_id,avg_salary,created_at,last_updated_at
421,148,Project Manager,1,4,22000000,2018-02-23,2018-02-26
422,148,Cost Analyst,2,3,14500000,2018-02-23,2018-02-26
423,148,Data Engineer,1,3,14000000,2018-02-23,2018-02-26
424,149,Project Manager,1,4,23000000,2018-03-31,2018-04-03
425,149,Market Analyst,2,3,15500000,2018-03-31,2018-04-03
426,149,Data Scientist,1,4,17000000,2018-03-31,2018-04-03
427,150,Project Manager,1,5,36000000,2018-05-05,2018-05-08
428,150,Blockchain Developer,3,4,20000000,2018-05-05,2018-05-08
429,150,Voting Expert,1,4,18500000,2018-05-05,2018-05-08
430,151,Project Manager,1,5,40000000,2018-06-10,2018-06-13
431,151,Urban Planner,2,4,19500000,2018-06-10,2018-06-13
432,151,IoT Architect,2,4,19000000,2018-06-10,2018-06-13
433,152,Project Manager,1,4,24000000,2018-07-15,2018-07-18
434,152,Content Developer,2,3,15000000,2018-07-15,2018-07-18
435,152,Backend Developer,1,3,14500000,2018-07-15,2018-07-18
436,153,Project Manager,1,4,24000000,2018-08-20,2018-08-23
437,153,Data Scientist,2,4,18000000,2018-08-20,2018-08-23
438,153,Business Analyst,1,3,15000000,2018-08-20,2018-08-23
439,154,Project Manager,1,5,33000000,2018-09-25,2018-09-28
440,154,IAM Specialist,2,4,19500000,2018-09-25,2018-09-28
441,154,Security Engineer,1,4,18500000,2018-09-25,2018-09-28
442,155,Project Manager,1,4,23000000,2018-10-31,2018-11-03
443,155,AI Developer,2,3,16000000,2018-10-31,2018-11-03
444,155,UX Researcher,1,3,14500000,2018-10-31,2018-11-03
445,156,Project Manager,1,5,35000000,2018-12-05,2018-12-08
446,156,Backend Developer,3,4,18500000,2018-12-05,2018-12-08
447,156,SaaS Architect,1,5,23000000,2018-12-05,2018-12-08
448,157,Project Manager,1,4,25000000,2019-01-10,2019-01-13
449,157,DR Specialist,2,4,17500000,2019-01-10,2019-01-13
450,157,Cloud Engineer,1,3,15500000,2019-01-10,2019-01-13
451,158,Project Manager,1,4,24000000,2019-02-15,2019-02-18
452,158,Blockchain Developer,2,3,16500000,2019-02-15,2019-02-18
453,158,Certificate Authority,1,4,18000000,2019-02-15,2019-02-18
454,159,Project Manager,1,5,39000000,2019-03-20,2019-03-23
455,159,Medical IoT Engineer,3,4,20500000,2019-03-20,2019-03-23
456,159,Healthcare Compliance,1,4,19500000,2019-03-20,2019-03-23
457,160,Project Manager,1,4,23000000,2019-04-25,2019-04-28
458,160,Observability Engineer,2,3,16000000,2019-04-25,2019-04-28
459,160,Site Reliability,1,4,17500000,2019-04-25,2019-04-28
460,161,Project Manager,1,4,24000000,2019-05-31,2019-06-03
461,161,Data Catalog Specialist,2,3,15500000,2019-05-31,2019-06-03
462,161,Metadata Engineer,1,3,15000000,2019-05-31,2019-06-03
463,162,Project Manager,1,4,26000000,2019-07-05,2019-07-08
464,162,Security Engineer,2,4,18000000,2019-07-05,2019-07-08
465,162,Cloud Security,1,4,17500000,2019-07-05,2019-07-08
466,163,Project Manager,1,4,25000000,2019-08-10,2019-08-12
467,163,Speech Engineer,2,4,18500000,2019-08-10,2019-08-12
468,163,AI Researcher,1,4,18000000,2019-08-10,2019-08-12
469,164,Project Manager,1,4,23000000,2019-09-15,2019-09-18
470,164,Blockchain Developer,2,3,16000000,2019-09-15,2019-09-18
471,164,Royalty Manager,1,3,14500000,2019-09-15,2019-09-18
472,165,Project Manager,1,4,24000000,2019-10-20,2019-10-23
473,165,Energy Analyst,2,3,15500000,2019-10-20,2019-10-23
474,165,IoT Engineer,1,3,15000000,2019-10-20,2019-10-23
475,166,Project Manager,1,4,23000000,2019-11-25,2019-11-28
476,166,Frontend Developer,2,3,15000000,2019-11-25,2019-11-28
477,166,Jamstack Expert,1,4,17000000,2019-11-25,2019-11-28
478,167,Project Manager,1,5,30000000,2018-01-31,2018-02-03
479,167,Data Governance,2,4,18500000,2018-01-31,2018-02-03
480,167,Lineage Specialist,1,4,17500000,2018-01-31,2018-02-03
481,168,Project Manager,1,4,22000000,2018-03-07,2018-03-10
482,168,Network Engineer,2,3,15000000,2018-03-07,2018-03-10
483,168,Cloud Network,1,4,17000000,2018-03-07,2018-03-10
484,169,Project Manager,1,4,24000000,2018-04-13,2018-04-16
485,169,Risk Analyst,2,3,15500000,2018-04-13,2018-04-16
486,169,Data Scientist,1,4,17500000,2018-04-13,2018-04-16
487,170,Project Manager,1,5,38000000,2018-05-18,2018-05-21
488,170,Blockchain Developer,3,4,20000000,2018-05-18,2018-05-21
489,170,Environmental Expert,1,4,18500000,2018-05-18,2018-05-21
490,171,Project Manager,1,4,23000000,2018-06-23,2018-06-26
491,171,Hydrologist,2,3,15000000,2018-06-23,2018-06-26
492,171,IoT Engineer,1,3,14500000,2018-06-23,2018-06-26
493,172,Project Manager,1,4,24000000,2018-07-29,2018-08-01
494,172,Frontend Developer,2,3,15000000,2018-07-29,2018-08-01
495,172,SEO Specialist,1,3,14000000,2018-07-29,2018-08-01
496,173,Project Manager,1,4,25000000,2018-09-03,2018-09-06
497,173,BI Developer,2,3,16000000,2018-09-03,2018-09-06
498,173,Data Engineer,1,4,17500000,2018-09-03,2018-09-06
499,174,Project Manager,1,5,34000000,2018-10-08,2018-10-11
500,174,Security Analyst,2,4,19000000,2018-10-08,2018-10-11
501,174,Vulnerability Manager,1,4,18000000,2018-10-08,2018-10-11
502,175,Project Manager,1,4,23000000,2018-11-13,2018-11-16
503,175,AI Developer,2,3,15500000,2018-11-13,2018-11-16
504,175,Code Reviewer,1,3,14500000,2018-11-13,2018-11-16
505,176,Project Manager,1,5,36000000,2018-12-18,2018-12-21
506,176,Database Architect,2,4,19500000,2018-12-18,2018-12-21
507,176,Cloud DBA,1,4,18500000,2018-12-18,2018-12-21
508,177,Project Manager,1,4,25000000,2019-01-23,2019-01-26
509,177,Network Architect,2,4,17500000,2019-01-23,2019-01-26
510,177,Cloud Network,1,4,17000000,2019-01-23,2019-01-26
511,178,Project Manager,1,4,24000000,2019-02-28,2019-03-03
512,178,IP Lawyer,1,4,19000000,2019-02-28,2019-03-03
513,178,Blockchain Developer,2,3,16000000,2019-02-28,2019-03-03
514,179,Project Manager,1,5,39000000,2019-04-05,2019-04-08
515,179,Automotive Engineer,2,4,20500000,2019-04-05,2019-04-08
516,179,Edge AI Specialist,2,4,19500000,2019-04-05,2019-04-08
517,180,Project Manager,1,4,23000000,2019-05-10,2019-05-13
518,180,API Developer,2,3,15500000,2019-05-10,2019-05-13
519,180,GraphQL Specialist,1,4,17000000,2019-05-10,2019-05-13
520,181,Project Manager,1,4,24000000,2019-06-15,2019-06-18
521,181,Privacy Engineer,2,3,16000000,2019-06-15,2019-06-18
522,181,Data Anonymization,1,4,17500000,2019-06-15,2019-06-18
523,182,Project Manager,1,4,26000000,2019-07-20,2019-07-23
524,182,Security Automation,2,4,18000000,2019-07-20,2019-07-23
525,182,Cloud Security,1,4,17500000,2019-07-20,2019-07-23
526,183,Project Manager,1,4,25000000,2019-08-25,2019-08-28
527,183,Vision Engineer,2,4,18500000,2019-08-25,2019-08-28
528,183,AI Researcher,1,4,18000000,2019-08-25,2019-08-28
529,184,Project Manager,1,5,37000000,2019-09-30,2019-10-03
530,184,Healthcare Blockchain,3,4,20000000,2019-09-30,2019-10-03
531,184,Medical Records,1,4,19000000,2019-09-30,2019-10-03
532,185,Project Manager,1,4,24000000,2019-11-05,2019-11-08
533,185,Predictive Analyst,2,3,15500000,2019-11-05,2019-11-08
534,185,IoT Engineer,1,3,15000000,2019-11-05,2019-11-08
535,186,Project Manager,1,4,23000000,2019-12-10,2019-12-13
536,186,WASM Developer,2,3,16000000,2019-12-10,2019-12-13
537,186,Web Developer,1,3,14500000,2019-12-10,2019-12-13
538,187,Project Manager,1,5,30000000,2018-02-10,2018-02-13
539,187,Ethics Board,2,4,18500000,2018-02-10,2018-02-13
540,187,Compliance Officer,1,4,17500000,2018-02-10,2018-02-13
541,188,Project Manager,1,4,22000000,2018-03-17,2018-03-20
542,188,Cost Analyst,2,3,14500000,2018-03-17,2018-03-20
543,188,Data Scientist,1,3,14000000,2018-03-17,2018-03-20
544,189,Project Manager,1,4,23000000,2018-04-22,2018-04-25
545,189,Sentiment Analyst,2,3,15000000,2018-04-22,2018-04-25
546,189,Data Engineer,1,3,14500000,2018-04-22,2018-04-25
547,190,Project Manager,1,5,37000000,2018-05-28,2018-05-31
548,190,Real Estate Expert,2,4,19000000,2018-05-28,2018-05-31
549,190,Blockchain Developer,2,4,18500000,2018-05-28,2018-05-31
550,191,Project Manager,1,4,23000000,2018-07-02,2018-07-05
551,191,Logistics Analyst,2,3,15000000,2018-07-02,2018-07-05
552,191,IoT Engineer,1,3,14500000,2018-07-02,2018-07-05
553,192,Project Manager,1,4,24000000,2018-08-07,2018-08-10
554,192,E-commerce Developer,2,3,15000000,2018-08-07,2018-08-10
555,192,PWA Specialist,1,4,16500000,2018-08-07,2018-08-10
556,193,Project Manager,1,4,25000000,2018-09-12,2018-09-15
557,193,Data Integration,2,3,15500000,2018-09-12,2018-09-15
558,193,BI Developer,1,3,15000000,2018-09-12,2018-09-15
559,194,Project Manager,1,5,34000000,2018-10-17,2018-10-20
560,194,Security Assessor,2,4,18500000,2018-10-17,2018-10-20
561,194,Compliance Officer,1,4,17500000,2018-10-17,2018-10-20
562,195,Project Manager,1,4,23000000,2018-11-22,2018-11-25
563,195,Translation Expert,2,3,15500000,2018-11-22,2018-11-25
564,195,AI Developer,1,3,15000000,2018-11-22,2018-11-25
565,196,Project Manager,1,5,36000000,2018-11-27,2018-11-30
566,196,Event Architect,2,4,19000000,2018-11-27,2018-11-30
567,196,Streaming Engineer,1,4,18500000,2018-11-27,2018-11-30
568,197,Project Manager,1,4,25000000,2019-01-02,2019-01-05
569,197,Network Engineer,2,3,16000000,2019-01-02,2019-01-05
570,197,Load Balancer,1,4,17000000,2019-01-02,2019-01-05
571,198,Project Manager,1,4,24000000,2019-02-07,2019-02-10
572,198,Identity Specialist,2,3,15500000,2019-02-07,2019-02-10
573,198,Blockchain Developer,1,3,15000000,2019-02-07,2019-02-10
574,199,Project Manager,1,5,39000000,2019-03-14,2019-03-17
575,199,Automotive Engineer,3,4,20500000,2019-03-14,2019-03-17
576,199,Edge Computing,1,4,19500000,2019-03-14,2019-03-17
577,200,Project Manager,1,4,23000000,2019-04-19,2019-04-22
578,200,Serverless Developer,2,3,15500000,2019-04-19,2019-04-22
579,200,Microservices,1,3,15000000,2019-04-19,2019-04-22
580,201,Project Manager,1,5,45000000,2020-01-10,2020-01-12
581,201,AI/ML Engineer,3,5,38000000,2020-01-10,2020-01-12
582,201,Data Scientist,2,4,32000000,2020-01-10,2020-01-12
583,201,Backend Developer,2,4,25000000,2020-01-10,2020-01-12
584,201,DevOps Engineer,1,4,28000000,2020-01-10,2020-01-12
585,201,Security Specialist,1,5,35000000,2020-01-10,2020-01-12
586,201,QA Engineer,2,3,18000000,2020-01-10,2020-01-12
587,202,Project Manager,1,5,42000000,2020-01-25,2020-01-28
588,202,Cloud Architect,1,6,48000000,2020-01-25,2020-01-28
589,202,Infrastructure Engineer,3,4,28000000,2020-01-25,2020-01-28
590,202,Backend Developer,2,4,25000000,2020-01-25,2020-01-28
591,202,DevOps Engineer,2,4,28000000,2020-01-25,2020-01-28
592,202,Network Specialist,1,5,35000000,2020-01-25,2020-01-28
593,203,Project Manager,1,4,38000000,2020-03-05,2020-03-08
594,203,Mobile Developer,3,4,30000000,2020-03-05,2020-03-08
595,203,Backend Developer,2,4,25000000,2020-03-05,2020-03-08
596,203,Frontend Developer,1,3,20000000,2020-03-05,2020-03-08
597,203,Security Specialist,1,5,35000000,2020-03-05,2020-03-08
598,203,QA Engineer,2,3,18000000,2020-03-05,2020-03-08
599,204,Project Manager,1,5,45000000,2020-03-25,2020-03-28
600,204,Backend Developer,3,4,25000000,2020-03-25,2020-03-28
601,204,Frontend Developer,2,4,22000000,2020-03-25,2020-03-28
602,204,Healthcare Specialist,1,5,40000000,2020-03-25,2020-03-28
603,204,Compliance Officer,1,5,38000000,2020-03-25,2020-03-28
604,204,DevOps Engineer,1,4,28000000,2020-03-25,2020-03-28
605,204,QA Engineer,2,3,18000000,2020-03-25,2020-03-28
606,205,Project Manager,1,5,45000000,2020-05-10,2020-05-12
607,205,AI/ML Engineer,3,5,38000000,2020-05-10,2020-05-12
608,205,Data Engineer,2,4,32000000,2020-05-10,2020-05-12
609,205,Backend Developer,2,4,25000000,2020-05-10,2020-05-12
610,205,Supply Chain Analyst,1,4,30000000,2020-05-10,2020-05-12
611,205,DevOps Engineer,1,4,28000000,2020-05-10,2020-05-12
612,206,Project Manager,1,4,38000000,2020-05-25,2020-05-28
613,206,Frontend Developer,3,4,22000000,2020-05-25,2020-05-28
614,206,Backend Developer,2,4,25000000,2020-05-25,2020-05-28
615,206,UI/UX Designer,1,3,18000000,2020-05-25,2020-05-28
616,206,QA Engineer,2,3,18000000,2020-05-25,2020-05-28
617,207,Project Manager,1,5,42000000,2020-07-05,2020-07-08
618,207,Cloud Engineer,2,4,28000000,2020-07-05,2020-07-08
619,207,FinOps Specialist,1,5,35000000,2020-07-05,2020-07-08
620,207,Backend Developer,2,4,25000000,2020-07-05,2020-07-08
621,207,Data Analyst,1,4,30000000,2020-07-05,2020-07-08
622,208,Project Manager,1,6,50000000,2020-07-25,2020-07-28
623,208,AI Research Scientist,3,6,45000000,2020-07-25,2020-07-28
624,208,Data Scientist,2,5,38000000,2020-07-25,2020-07-28
625,208,Bioinformatician,2,5,40000000,2020-07-25,2020-07-28
626,208,Backend Developer,2,4,25000000,2020-07-25,2020-07-28
627,208,DevOps Engineer,1,4,28000000,2020-07-25,2020-07-28
628,209,Project Manager,1,5,45000000,2020-09-10,2020-09-12
629,209,Security Architect,1,6,48000000,2020-09-10,2020-09-12
630,209,Security Engineer,3,5,38000000,2020-09-10,2020-09-12
631,209,Network Engineer,2,4,30000000,2020-09-10,2020-09-12
632,209,Backend Developer,1,4,25000000,2020-09-10,2020-09-12
633,210,Project Manager,1,5,45000000,2020-09-25,2020-09-28
634,210,Backend Developer,3,4,25000000,2020-09-25,2020-09-28
635,210,Frontend Developer,2,4,22000000,2020-09-25,2020-09-28
636,210,Government Liaison,1,5,40000000,2020-09-25,2020-09-28
637,210,Compliance Specialist,1,5,38000000,2020-09-25,2020-09-28
638,211,Project Manager,1,5,45000000,2020-11-05,2020-11-08
639,211,AI/ML Engineer,3,5,38000000,2020-11-05,2020-11-08
640,211,Logistics Analyst,2,4,30000000,2020-11-05,2020-11-08
641,211,Backend Developer,2,4,25000000,2020-11-05,2020-11-08
642,211,DevOps Engineer,1,4,28000000,2020-11-05,2020-11-08
643,211,QA Engineer,2,3,18000000,2020-11-05,2020-11-08
644,212,Project Manager,1,4,38000000,2020-11-25,2020-11-28
645,212,Frontend Developer,3,4,22000000,2020-11-25,2020-11-28
646,212,Backend Developer,2,4,25000000,2020-11-25,2020-11-28
647,212,Mobile Developer,2,4,30000000,2020-11-25,2020-11-28
648,212,UI/UX Designer,1,3,18000000,2020-11-25,2020-11-28
649,213,Project Manager,1,5,42000000,2021-01-10,2021-01-12
650,213,IoT Engineer,3,5,38000000,2021-01-10,2021-01-12
651,213,Edge Computing Specialist,2,5,35000000,2021-01-10,2021-01-12
652,213,Backend Developer,2,4,25000000,2021-01-10,2021-01-12
653,213,Healthcare IT Specialist,1,5,40000000,2021-01-10,2021-01-12
654,214,Project Manager,1,5,45000000,2021-01-25,2021-01-28
655,214,Blockchain Developer,3,5,40000000,2021-01-25,2021-01-28
656,214,Security Specialist,2,5,38000000,2021-01-25,2021-01-28
657,214,Frontend Developer,2,4,22000000,2021-01-25,2021-01-28
658,214,Compliance Officer,1,5,35000000,2021-01-25,2021-01-28
659,215,Project Manager,1,4,38000000,2021-03-05,2021-03-08
660,215,Backend Developer,3,4,25000000,2021-03-05,2021-03-08
661,215,API Specialist,2,4,28000000,2021-03-05,2021-03-08
662,215,Frontend Developer,1,3,20000000,2021-03-05,2021-03-08
663,215,QA Engineer,1,3,18000000,2021-03-05,2021-03-08
664,216,Project Manager,1,6,50000000,2021-03-25,2021-03-28
665,216,Quantum Researcher,3,7,55000000,2021-03-25,2021-03-28
666,216,AI Scientist,2,6,48000000,2021-03-25,2021-03-28
667,216,Data Scientist,2,5,38000000,2021-03-25,2021-03-28
668,216,Software Engineer,2,4,25000000,2021-03-25,2021-03-28
669,217,Project Manager,1,5,45000000,2021-05-10,2021-05-12
670,217,Network Architect,1,6,48000000,2021-05-10,2021-05-12
671,217,5G Engineer,3,5,40000000,2021-05-10,2021-05-12
672,217,Infrastructure Engineer,2,4,30000000,2021-05-10,2021-05-12
673,217,Backend Developer,2,4,25000000,2021-05-10,2021-05-12
674,218,Project Manager,1,5,42000000,2021-05-25,2021-05-28
675,218,AI/ML Engineer,2,5,38000000,2021-05-25,2021-05-28
676,218,Psychologist Consultant,1,5,35000000,2021-05-25,2021-05-28
677,218,Backend Developer,2,4,25000000,2021-05-25,2021-05-28
678,218,Frontend Developer,1,4,22000000,2021-05-25,2021-05-28
679,218,QA Engineer,1,3,18000000,2021-05-25,2021-05-28
680,219,Project Manager,1,5,45000000,2021-07-05,2021-07-08
681,219,Blockchain Developer,3,5,40000000,2021-07-05,2021-07-08
682,219,Finance Specialist,2,5,38000000,2021-07-05,2021-07-08
683,219,Backend Developer,2,4,25000000,2021-07-05,2021-07-08
684,219,Security Engineer,1,5,35000000,2021-07-05,2021-07-08
685,220,Project Manager,1,4,38000000,2021-07-25,2021-07-28
686,220,Cloud Architect,1,5,42000000,2021-07-25,2021-07-28
687,220,Sustainability Engineer,2,4,30000000,2021-07-25,2021-07-28
688,220,Backend Developer,2,4,25000000,2021-07-25,2021-07-28
689,220,Data Analyst,1,4,28000000,2021-07-25,2021-07-28
690,221,Project Manager,1,5,45000000,2021-09-10,2021-09-12
691,221,Federated Learning Expert,2,6,48000000,2021-09-10,2021-09-12
692,221,AI/ML Engineer,3,5,38000000,2021-09-10,2021-09-12
693,221,Security Specialist,1,5,35000000,2021-09-10,2021-09-12
694,221,Backend Developer,2,4,25000000,2021-09-10,2021-09-12
695,221,DevOps Engineer,1,4,28000000,2021-09-10,2021-09-12
696,222,Project Manager,1,4,38000000,2021-09-25,2021-09-28
697,222,DevSecOps Engineer,3,5,35000000,2021-09-25,2021-09-28
698,222,Security Analyst,2,4,30000000,2021-09-25,2021-09-28
699,222,Automation Engineer,2,4,28000000,2021-09-25,2021-09-28
700,222,Backend Developer,1,4,25000000,2021-09-25,2021-09-28
701,223,Project Manager,1,5,42000000,2021-11-05,2021-11-08
702,223,IoT Engineer,3,5,38000000,2021-11-05,2021-11-08
703,223,Healthcare IT Specialist,2,5,35000000,2021-11-05,2021-11-08
704,223,Backend Developer,2,4,25000000,2021-11-05,2021-11-08
705,223,Data Engineer,1,4,30000000,2021-11-05,2021-11-08
706,223,QA Engineer,1,3,18000000,2021-11-05,2021-11-08
707,224,Project Manager,1,5,45000000,2021-11-25,2021-11-28
708,224,Data Architect,1,6,48000000,2021-11-25,2021-11-28
709,224,Data Engineer,3,5,38000000,2021-11-25,2021-11-28
710,224,Backend Developer,2,4,25000000,2021-11-25,2021-11-28
711,224,Data Governance Specialist,1,5,35000000,2021-11-25,2021-11-28
712,224,DevOps Engineer,1,4,28000000,2021-11-25,2021-11-28
713,225,Project Manager,1,5,42000000,2020-01-15,2020-01-18
714,225,AI Ethics Specialist,2,5,38000000,2020-01-15,2020-01-18
715,225,AI/ML Engineer,2,4,32000000,2020-01-15,2020-01-18
716,225,Backend Developer,2,4,25000000,2020-01-15,2020-01-18
717,225,Compliance Officer,1,5,35000000,2020-01-15,2020-01-18
718,226,Project Manager,1,4,38000000,2020-02-10,2020-02-12
719,226,Cloud Engineer,3,4,28000000,2020-02-10,2020-02-12
720,226,Backend Developer,2,4,25000000,2020-02-10,2020-02-12
721,226,DevOps Engineer,1,4,28000000,2020-02-10,2020-02-12
722,226,QA Engineer,1,3,18000000,2020-02-10,2020-02-12
723,227,Project Manager,1,5,45000000,2020-03-15,2020-03-18
724,227,Backend Developer,3,4,25000000,2020-03-15,2020-03-18
725,227,Frontend Developer,2,4,22000000,2020-03-15,2020-03-18
726,227,Finance Specialist,1,5,38000000,2020-03-15,2020-03-18
727,227,Security Engineer,1,5,35000000,2020-03-15,2020-03-18
728,227,QA Engineer,2,3,18000000,2020-03-15,2020-03-18
729,228,Project Manager,1,5,42000000,2020-04-20,2020-04-23
730,228,Blockchain Developer,3,5,40000000,2020-04-20,2020-04-23
731,228,DeFi Specialist,2,5,38000000,2020-04-20,2020-04-23
732,228,Frontend Developer,1,4,22000000,2020-04-20,2020-04-23
733,228,Security Analyst,1,5,35000000,2020-04-20,2020-04-23
734,229,Project Manager,1,5,45000000,2020-05-25,2020-05-28
735,229,AI/ML Engineer,3,5,38000000,2020-05-25,2020-05-28
736,229,Clinical Data Scientist,2,5,40000000,2020-05-25,2020-05-28
737,229,Backend Developer,2,4,25000000,2020-05-25,2020-05-28
738,229,Regulatory Specialist,1,5,35000000,2020-05-25,2020-05-28
739,230,Project Manager,1,4,38000000,2020-06-30,2020-07-03
740,230,IoT Engineer,3,4,30000000,2020-06-30,2020-07-03
741,230,Backend Developer,2,4,25000000,2020-06-30,2020-07-03
742,230,Healthcare Specialist,1,4,32000000,2020-06-30,2020-07-03
743,230,QA Engineer,1,3,18000000,2020-06-30,2020-07-03
744,231,Project Manager,1,4,38000000,2020-08-05,2020-08-08
745,231,Backend Developer,3,4,25000000,2020-08-05,2020-08-08
746,231,Microservices Architect,1,5,35000000,2020-08-05,2020-08-08
747,231,DevOps Engineer,2,4,28000000,2020-08-05,2020-08-08
748,231,QA Engineer,1,3,18000000,2020-08-05,2020-08-08
749,232,Project Manager,1,4,38000000,2020-09-10,2020-09-12
750,232,Data Engineer,3,4,30000000,2020-09-10,2020-09-12
751,232,Backend Developer,2,4,25000000,2020-09-10,2020-09-12
752,232,Analytics Specialist,1,4,28000000,2020-09-10,2020-09-12
753,232,QA Engineer,1,3,18000000,2020-09-10,2020-09-12
754,233,Project Manager,1,5,42000000,2020-10-15,2020-10-18
755,233,Security Engineer,3,5,35000000,2020-10-15,2020-10-18
756,233,Cloud Security Specialist,2,5,38000000,2020-10-15,2020-10-18
757,233,Backend Developer,1,4,25000000,2020-10-15,2020-10-18
758,233,Compliance Officer,1,5,35000000,2020-10-15,2020-10-18
759,234,Project Manager,1,4,38000000,2020-11-20,2020-11-23
760,234,AR Developer,3,4,30000000,2020-11-20,2020-11-23
761,234,Frontend Developer,2,4,22000000,2020-11-20,2020-11-23
762,234,3D Artist,1,3,20000000,2020-11-20,2020-11-23
763,234,QA Engineer,1,3,18000000,2020-11-20,2020-11-23
764,235,Project Manager,1,4,38000000,2020-12-25,2020-12-28
765,235,NLP Engineer,2,4,32000000,2020-12-25,2020-12-28
766,235,Backend Developer,2,4,25000000,2020-12-25,2020-12-28
767,235,Frontend Developer,1,3,20000000,2020-12-25,2020-12-28
768,235,Chatbot Specialist,1,4,28000000,2020-12-25,2020-12-28
769,236,Project Manager,1,5,42000000,2021-01-01,2021-01-04
770,236,Cloud Architect,1,6,48000000,2021-01-01,2021-01-04
771,236,Data Governance Specialist,2,5,35000000,2021-01-01,2021-01-04
772,236,Backend Developer,2,4,25000000,2021-01-01,2021-01-04
773,236,DevOps Engineer,1,4,28000000,2021-01-01,2021-01-04
774,237,Project Manager,1,5,42000000,2021-02-05,2021-02-08
775,237,Blockchain Developer,3,5,40000000,2021-02-05,2021-02-08
776,237,Frontend Developer,2,4,22000000,2021-02-05,2021-02-08
777,237,Digital Assets Specialist,1,5,35000000,2021-02-05,2021-02-08
778,237,Security Engineer,1,5,35000000,2021-02-05,2021-02-08
779,238,Project Manager,1,4,38000000,2021-03-10,2021-03-12
780,238,Edge AI Engineer,3,5,38000000,2021-03-10,2021-03-12
781,238,IoT Specialist,2,4,30000000,2021-03-10,2021-03-12
782,238,Backend Developer,1,4,25000000,2021-03-10,2021-03-12
783,238,QA Engineer,1,3,18000000,2021-03-10,2021-03-12
784,239,Project Manager,1,4,38000000,2021-04-15,2021-04-18
785,239,IoT Engineer,3,4,30000000,2021-04-15,2021-04-18
786,239,Data Scientist,2,4,32000000,2021-04-15,2021-04-18
787,239,Backend Developer,1,4,25000000,2021-04-15,2021-04-18
788,239,QA Engineer,1,3,18000000,2021-04-15,2021-04-18
789,240,Project Manager,1,4,38000000,2021-05-20,2021-05-23
790,240,Backend Developer,3,4,25000000,2021-05-20,2021-05-23
791,240,Data Engineer,2,4,30000000,2021-05-20,2021-05-23
792,240,DevOps Engineer,1,4,28000000,2021-05-20,2021-05-23
793,240,QA Engineer,1,3,18000000,2021-05-20,2021-05-23
794,241,Project Manager,1,5,42000000,2021-06-25,2021-06-28
795,241,Risk Analyst,2,5,35000000,2021-06-25,2021-06-28
796,241,Data Scientist,2,4,32000000,2021-06-25,2021-06-28
797,241,Backend Developer,2,4,25000000,2021-06-25,2021-06-28
798,241,Real-time Engineer,1,5,38000000,2021-06-25,2021-06-28
799,242,Project Manager,1,4,38000000,2021-07-31,2021-08-03
800,242,Security Engineer,3,5,35000000,2021-07-31,2021-08-03
801,242,Backend Developer,2,4,25000000,2021-07-31,2021-08-03
802,242,Network Specialist,1,4,30000000,2021-07-31,2021-08-03
803,242,QA Engineer,1,3,18000000,2021-07-31,2021-08-03
804,243,Project Manager,1,4,38000000,2021-09-05,2021-09-08
805,243,AI Content Specialist,3,4,32000000,2021-09-05,2021-09-08
806,243,Frontend Developer,2,4,22000000,2021-09-05,2021-09-08
807,243,Backend Developer,1,4,25000000,2021-09-05,2021-09-08
808,243,QA Engineer,1,3,18000000,2021-09-05,2021-09-08
809,244,Project Manager,1,5,42000000,2021-10-10,2021-10-12
810,244,Blockchain Developer,3,5,40000000,2021-10-10,2021-10-12
811,244,Identity Specialist,2,5,35000000,2021-10-10,2021-10-12
812,244,Frontend Developer,1,4,22000000,2021-10-10,2021-10-12
813,244,Security Engineer,1,5,35000000,2021-10-10,2021-10-12
814,245,Project Manager,1,4,38000000,2021-11-15,2021-11-18
815,245,IoT Engineer,3,4,30000000,2021-11-15,2021-11-18
816,245,Agriculture Specialist,1,4,28000000,2021-11-15,2021-11-18
817,245,Backend Developer,2,4,25000000,2021-11-15,2021-11-18
818,245,Data Analyst,1,4,28000000,2021-11-15,2021-11-18
819,246,Project Manager,1,4,38000000,2021-12-20,2021-12-23
820,246,Low-code Developer,3,3,22000000,2021-12-20,2021-12-23
821,246,Backend Developer,2,4,25000000,2021-12-20,2021-12-23
822,246,UI/UX Designer,1,3,18000000,2021-12-20,2021-12-23
823,246,QA Engineer,1,3,18000000,2021-12-20,2021-12-23
824,247,Project Manager,1,5,42000000,2020-01-20,2020-01-23
825,247,Privacy Engineer,2,5,35000000,2020-01-20,2020-01-23
826,247,Data Governance Specialist,2,5,38000000,2020-01-20,2020-01-23
827,247,Backend Developer,1,4,25000000,2020-01-20,2020-01-23
828,247,Compliance Officer,1,5,35000000,2020-01-20,2020-01-23
829,248,Project Manager,1,4,38000000,2020-02-23,2020-02-26
830,248,FinOps Specialist,2,4,30000000,2020-02-23,2020-02-26
831,248,Backend Developer,2,4,25000000,2020-02-23,2020-02-26
832,248,Data Analyst,1,4,28000000,2020-02-23,2020-02-26
833,248,QA Engineer,1,3,18000000,2020-02-23,2020-02-26
834,249,Project Manager,1,4,38000000,2020-03-31,2020-04-03
835,249,Market Research Analyst,2,4,28000000,2020-03-31,2020-04-03
836,249,Data Scientist,2,4,32000000,2020-03-31,2020-04-03
837,249,Backend Developer,1,4,25000000,2020-03-31,2020-04-03
