id,project_id,technology_type_id,tool_name,created_at
733,233,9,AWS Security Hub,10/15/2020
734,233,4,Terraform,10/15/2020
735,234,1,React.js,11/20/2020
736,234,5,AR Kit,11/20/2020
737,234,2,Node.js,11/20/2020
738,234,3,MongoDB,11/20/2020
739,234,9,Google ARCore,11/20/2020
740,235,7,NLP Libraries,12/25/2020
741,235,2,Python,12/25/2020
742,235,1,React.js,12/25/2020
743,235,3,PostgreSQL,12/25/2020
744,235,9,AWS Comprehend,12/25/2020
745,235,4,Docker,12/25/2020
746,236,9,Multi-cloud Tools,1/1/2021
747,236,4,Terraform,1/1/2021
748,236,2,Go,1/1/2021
749,236,3,Cross-cloud DB,1/1/2021
750,236,8,Cloud Governance,1/1/2021
751,237,8,NFT Marketplace,2/5/2021
752,237,2,Solidity,2/5/2021
753,237,1,React.js,2/5/2021
754,237,3,IPFS,2/5/2021
755,237,9,OpenSea API,2/5/2021
756,237,10,Smart Contract Test,2/5/2021
757,238,7,Edge AI Framework,3/10/2021
758,238,2,Python,3/10/2021
759,238,5,IoT Edge,3/10/2021
760,238,3,Edge DB,3/10/2021
761,238,9,AWS Greengrass,3/10/2021
762,239,5,IoT Sensors,4/15/2021
763,239,2,Python,4/15/2021
764,239,7,Predictive ML,4/15/2021
765,239,3,Time Series DB,4/15/2021
766,239,9,Azure IoT,4/15/2021
767,240,4,Serverless Framework,5/20/2021
768,240,2,Node.js,5/20/2021
769,240,3,DynamoDB,5/20/2021
770,240,9,AWS Lambda,5/20/2021
771,240,6,Data Pipeline,5/20/2021
772,241,6,Risk Analytics Engine,6/25/2021
773,241,2,Python,6/25/2021
774,241,3,Real-time DB,6/25/2021
775,241,9,Google Cloud,6/25/2021
776,241,4,Dataflow,6/25/2021
777,242,8,Zero Trust Tools,7/31/2021
778,242,2,Go,7/31/2021
779,242,3,PostgreSQL,7/31/2021
780,242,9,AWS Security,7/31/2021
781,242,4,Terraform,7/31/2021
782,243,7,GPT Models,9/5/2021
783,243,2,Python,9/5/2021
784,243,1,React.js,9/5/2021
785,243,3,MongoDB,9/5/2021
786,243,9,AWS Bedrock,9/5/2021
787,244,8,Blockchain Identity,10/10/2021
788,244,2,Solidity,10/10/2021
789,244,1,React.js,10/10/2021
790,244,3,Decentralized DB,10/10/2021
791,244,9,Ethereum,10/10/2021
792,244,10,Smart Contract Test,10/10/2021
793,245,5,Agriculture IoT,11/15/2021
794,245,2,Python,11/15/2021
795,245,3,Time Series DB,11/15/2021
796,245,9,AWS IoT,11/15/2021
797,245,6,Analytics Engine,11/15/2021
798,246,1,Low-code Platform,12/20/2021
799,246,2,Node.js,12/20/2021
800,246,3,MySQL,12/20/2021
801,246,9,OutSystems,12/20/2021
802,246,4,CI/CD Tools,12/20/2021
803,247,8,Data Privacy Tools,1/20/2020
804,247,2,Python,1/20/2020
805,247,3,Encrypted DB,1/20/2020
806,247,9,AWS Privacy,1/20/2020
807,247,4,Automation Tools,1/20/2020
808,248,9,Cloud Cost Tools,2/23/2020
809,248,2,Java,2/23/2020
810,248,3,MySQL,2/23/2020
811,248,6,Analytics Engine,2/23/2020
812,248,4,Reporting Tools,2/23/2020
813,249,7,Market Research AI,3/31/2020
814,249,2,Python,3/31/2020
815,249,3,PostgreSQL,3/31/2020
816,249,6,Social Media APIs,3/31/2020
817,249,9,Google Cloud,3/31/2020
818,249,4,Data Pipeline,3/31/2020
819,250,8,Blockchain Voting,5/5/2020
820,250,2,Solidity,5/5/2020
821,250,1,React.js,5/5/2020
822,250,3,Secure DB,5/5/2020
823,250,9,Ethereum,5/5/2020
824,251,5,Smart City IoT,6/10/2020
825,251,2,Python,6/10/2020
826,251,3,Time Series DB,6/10/2020
827,251,9,AWS IoT,6/10/2020
828,251,8,City Security,6/10/2020
829,251,4,Edge Computing,6/10/2020
830,252,1,Headless CMS,7/15/2020
831,252,2,Node.js,7/15/2020
832,252,3,MongoDB,7/15/2020
833,252,9,Commerce Tools,7/15/2020
834,252,4,Next.js,7/15/2020
835,253,7,Predictive Maintenance AI,8/20/2020
836,253,2,Python,8/20/2020
837,253,3,Time Series DB,8/20/2020
838,253,5,IoT Sensors,8/20/2020
839,253,9,Azure IoT,8/20/2020
840,254,8,Identity Governance,9/25/2020
841,254,2,Java,9/25/2020
842,254,3,LDAP,9/25/2020
843,254,9,AWS IAM,9/25/2020
844,254,4,Automation Tools,9/25/2020
845,255,7,Recommendation Engine,10/31/2020
846,255,2,Python,10/31/2020
847,255,3,Redis,10/31/2020
848,255,1,React.js,10/31/2020
849,255,9,AWS Personalize,10/31/2020
850,256,2,Java Spring,12/5/2020
851,256,1,React.js,12/5/2020
852,256,3,Multi-tenant DB,12/5/2020
853,256,9,AWS Multi-tenant,12/5/2020
854,256,8,Tenant Isolation,12/5/2020
855,256,4,Kubernetes,12/5/2020
856,257,9,Disaster Recovery,1/10/2021
857,257,4,Terraform,1/10/2021
858,257,2,Go,1/10/2021
859,257,3,Backup DB,1/10/2021
860,257,8,DR Security,1/10/2021
861,258,8,Digital Assets Platform,2/15/2021
862,258,2,Solidity,2/15/2021
863,258,1,React.js,2/15/2021
864,258,3,Blockchain DB,2/15/2021
865,258,9,Polygon Network,2/15/2021
866,259,5,Retail IoT,3/20/2021
867,259,2,Python,3/20/2021
868,259,3,Edge DB,3/20/2021
869,259,9,AWS Edge,3/20/2021
870,259,7,Edge AI,3/20/2021
871,259,4,Edge Deployment,3/20/2021
872,260,4,Observability Stack,4/25/2021
873,260,2,Node.js,4/25/2021
874,260,3,Elasticsearch,4/25/2021
875,260,9,Prometheus,4/25/2021
876,260,10,Performance Test,4/25/2021
877,261,6,Data Catalog,5/31/2021
878,261,2,Java,5/31/2021
879,261,3,Metadata DB,5/31/2021
880,261,9,DataHub,5/31/2021
881,261,4,Airflow,5/31/2021
882,262,8,Cloud Workload Security,7/5/2021
883,262,2,Python,7/5/2021
884,262,3,PostgreSQL,7/5/2021
885,262,9,AWS Security,7/5/2021
886,262,4,Security Automation,7/5/2021
887,263,7,Voice AI SDK,8/10/2021
888,263,2,Python,8/10/2021
889,263,1,React.js,8/10/2021
890,263,3,MongoDB,8/10/2021
891,263,9,Google Speech,8/10/2021
892,264,8,Royalty Blockchain,9/15/2021
893,264,2,Solidity,9/15/2021
894,264,1,React.js,9/15/2021
895,264,3,IPFS,9/15/2021
896,264,9,Ethereum,9/15/2021
897,265,5,Energy IoT,10/20/2021
898,265,2,Python,10/20/2021
899,265,3,Time Series DB,10/20/2021
900,265,9,AWS IoT,10/20/2021
901,265,6,Energy Analytics,10/20/2021
902,266,1,Jamstack Framework,11/25/2021
903,266,2,Node.js,11/25/2021
904,266,3,Headless CMS,11/25/2021
905,266,9,Vercel,11/25/2021
906,266,4,Next.js,11/25/2021
907,267,8,Data Lineage Tools,1/31/2020
908,267,2,Python,1/31/2020
909,267,3,Lineage DB,1/31/2020
910,267,9,OpenLineage,1/31/2020
911,267,4,Airflow,1/31/2020
912,268,9,Network Security,3/7/2020
913,268,2,Go,3/7/2020
914,268,3,PostgreSQL,3/7/2020
915,268,8,Cloud Firewall,3/7/2020
916,268,4,Terraform,3/7/2020
917,269,7,Fraud Detection AI,4/13/2020
918,269,2,Python,4/13/2020
919,269,3,Real-time DB,4/13/2020
920,269,9,AWS Fraud,4/13/2020
921,269,6,Analytics Engine,4/13/2020
922,270,8,Carbon Trading Blockchain,5/18/2020
923,270,2,Solidity,5/18/2020
924,270,1,React.js,5/18/2020
925,270,3,Climate Data,5/18/2020
926,270,9,Ethereum,5/18/2020
927,271,5,Water Management IoT,6/23/2020
928,271,2,Python,6/23/2020
929,271,3,Time Series DB,6/23/2020
930,271,9,AWS IoT,6/23/2020
931,271,6,Water Analytics,6/23/2020
932,272,1,SSR Framework,7/29/2020
933,272,2,Node.js,7/29/2020
934,272,3,Redis,7/29/2020
935,272,9,Next.js,7/29/2020
936,272,4,CDN Tools,7/29/2020
937,273,6,Real-time BI,9/3/2020
938,273,2,Python,9/3/2020
939,273,3,OLAP DB,9/3/2020
940,273,9,Tableau,9/3/2020
941,273,4,Data Pipeline,9/3/2020
942,274,8,Zero-day Protection,10/8/2020
943,274,2,Go,10/8/2020
944,274,3,Threat DB,10/8/2020
945,274,9,AWS GuardDuty,10/8/2020
946,274,4,Security Automation,10/8/2020
947,275,7,Code Generation AI,11/13/2020
948,275,2,Python,11/13/2020
949,275,1,VS Code Extension,11/13/2020
950,275,3,Code DB,11/13/2020
951,275,9,GitHub Copilot,11/13/2020
952,276,9,Cloud Native DB,12/18/2020
953,276,2,Go,12/18/2020
954,276,3,NewSQL DB,12/18/2020
955,276,4,Kubernetes,12/18/2020
956,276,8,DB Security,12/18/2020
957,277,9,Hybrid Cloud Network,1/23/2021
958,277,2,Java,1/23/2021
959,277,3,Network DB,1/23/2021
960,277,4,Terraform,1/23/2021
961,277,8,Network Security,1/23/2021
962,278,8,IP Management Blockchain,2/28/2021
963,278,2,Solidity,2/28/2021
964,278,1,React.js,2/28/2021
965,278,3,IP DB,2/28/2021
966,278,9,Ethereum,2/28/2021
967,279,5,Automotive IoT,4/5/2021
968,279,2,Python,4/5/2021
969,279,3,Edge DB,4/5/2021
970,279,7,Automotive AI,4/5/2021
971,279,9,AWS Automotive,4/5/2021
972,279,8,Vehicle Security,4/5/2021
973,280,4,GraphQL Tools,5/10/2021
974,280,2,Node.js,5/10/2021
975,280,3,Graph DB,5/10/2021
976,280,9,Apollo Federation,5/10/2021
977,280,10,GraphQL Test,5/10/2021
978,281,8,Data Anonymization,6/15/2021
979,281,2,Python,6/15/2021
980,281,3,Anonymized DB,6/15/2021
981,281,9,Privacy Tools,6/15/2021
982,281,4,Data Pipeline,6/15/2021
983,282,8,Security Automation,7/20/2021
984,282,2,Python,7/20/2021
985,282,3,PostgreSQL,7/20/2021
986,282,9,AWS Security,7/20/2021
987,282,4,Automation Tools,7/20/2021
988,283,7,Image Analysis AI,8/25/2021
989,283,2,Python,8/25/2021
990,283,1,React.js,8/25/2021
991,283,3,Image DB,8/25/2021
992,283,9,Google Vision,8/25/2021
993,284,8,Healthcare Blockchain,9/30/2021
994,284,2,Solidity,9/30/2021
995,284,1,React.js,9/30/2021
996,284,3,Medical DB,9/30/2021
997,284,9,Ethereum,9/30/2021
998,285,5,Environmental IoT,11/5/2021
999,285,2,Python,11/5/2021
1000,285,3,Time Series DB,11/5/2021
1001,285,9,AWS IoT,11/5/2021
1002,285,6,Environmental Analytics,11/5/2021
1003,286,1,WebAssembly Tools,12/10/2021
1004,286,2,Rust,12/10/2021
1005,286,3,WASM Runtime,12/10/2021
1006,286,9,WebAssembly,12/10/2021
1007,286,4,Build Tools,12/10/2021
1008,287,8,Data Ethics Framework,2/10/2020
1009,287,2,Python,2/10/2020
1010,287,3,Ethics DB,2/10/2020
1011,287,9,Ethics Tools,2/10/2020
1012,287,4,Compliance Tools,2/10/2020
1013,288,9,Cloud Cost Analytics,3/17/2020
1014,288,2,Java,3/17/2020
1015,288,3,Cost DB,3/17/2020
1016,288,6,Analytics Engine,3/17/2020
1017,288,4,Reporting Tools,3/17/2020
1018,289,7,Social Analytics AI,4/22/2020
1019,289,2,Python,4/22/2020
1020,289,3,Social DB,4/22/2020
1021,289,6,Social APIs,4/22/2020
1022,289,9,Google Analytics,4/22/2020
1023,290,8,Real Estate Blockchain,5/28/2020
1024,290,2,Solidity,5/28/2020
1025,290,1,React.js,5/28/2020
1026,290,3,Property DB,5/28/2020
1027,290,9,Ethereum,5/28/2020
1028,291,5,Logistics IoT,7/2/2020
1029,291,2,Python,7/2/2020
1030,291,3,Logistics DB,7/2/2020
1031,291,9,AWS IoT,7/2/2020
1032,291,6,Logistics Analytics,7/2/2020
1033,292,1,PWA Tools,8/7/2020
1034,292,2,Node.js,8/7/2020
1035,292,3,Cache DB,8/7/2020
1036,292,9,Workbox,8/7/2020
1037,292,4,PWA Builder,8/7/2020
1038,293,6,Customer Analytics,9/12/2020
1039,293,2,Python,9/12/2020
1040,293,3,Customer DB,9/12/2020
1041,293,9,Google Analytics,9/12/2020
1042,293,4,Data Pipeline,9/12/2020
1043,294,8,Cloud Security Assessment,10/17/2020
1044,294,2,Python,10/17/2020
1045,294,3,Security DB,10/17/2020
1046,294,9,Security Tools,10/17/2020
1047,294,4,Assessment Tools,10/17/2020
1048,295,7,Language Translation AI,11/22/2020
1049,295,2,Python,11/22/2020
1050,295,1,React.js,11/22/2020
1051,295,3,Translation DB,11/22/2020
1052,295,9,Google Translate,11/22/2020
1053,296,4,Event-Driven Tools,11/27/2020
1054,296,2,Node.js,11/27/2020
1055,296,3,Event DB,11/27/2020
1056,296,9,AWS EventBridge,11/27/2020
1057,296,8,Event Security,11/27/2020
1058,297,9,Load Balancer Tools,1/2/2021
1059,297,2,Go,1/2/2021
1060,297,3,Load Balancer DB,1/2/2021
1061,297,4,Terraform,1/2/2021
1062,297,8,LB Security,1/2/2021
1063,298,8,Digital Identity Blockchain,2/7/2021
1064,298,2,Solidity,2/7/2021
1065,298,1,React.js,2/7/2021
1066,298,3,Identity DB,2/7/2021
1067,298,9,Ethereum,2/7/2021
1068,299,5,Edge Computing Platform,3/14/2021
1069,299,2,Python,3/14/2021
1070,299,3,Edge DB,3/14/2021
1071,299,9,AWS Edge,3/14/2021
1072,299,4,Edge Deployment,3/14/2021
1073,299,8,Edge Security,3/14/2021
1074,300,4,Serverless Tools,4/19/2021
1075,300,2,Node.js,4/19/2021
1076,300,3,Serverless DB,4/19/2021
1077,300,9,AWS Lambda,4/19/2021
1078,300,10,Serverless Test,4/19/2021
3001,301,9,AWS EC2,2022-01-05
3002,301,9,Azure Kubernetes Service,2022-01-05
3003,301,4,Docker,2022-01-05
3004,301,8,AWS Security Hub,2022-01-05
3005,301,3,Amazon RDS,2022-01-05
3006,301,10,Terraform,2022-01-05
3007,302,6,Tableau,2022-01-25
3008,302,3,PostgreSQL,2022-01-25
3009,302,2,Python Flask,2022-01-25
3010,302,1,React.js,2022-01-25
3011,302,6,Apache Spark,2022-01-25
3012,303,2,Java Spring Boot,2022-03-10
3013,303,3,MySQL 8.0,2022-03-10
3014,303,8,OWASP ZAP,2022-03-10
3015,303,4,Jenkins,2022-03-10
3016,303,9,Azure App Service,2022-03-10
3017,304,1,Vue.js 3,2022-03-25
3018,304,2,Node.js,2022-03-25
3019,304,3,MongoDB,2022-03-25
3020,304,10,Jest,2022-03-25
3021,305,8,CrowdStrike,2022-05-05
3022,305,9,AWS Security Hub,2022-05-05
3023,305,4,Ansible,2022-05-05
3024,305,2,Python,2022-05-05
3025,306,5,React Native,2022-05-25
3026,306,1,TypeScript,2022-05-25
3027,306,10,Appium,2022-05-25
3028,306,4,Firebase,2022-05-25
3029,307,6,Apache Kafka,2022-07-10
3030,307,3,Amazon Redshift,2022-07-10
3031,307,4,Apache Airflow,2022-07-10
3032,307,9,AWS Glue,2022-07-10
3033,307,2,Python,2022-07-10
3034,308,1,Angular,2022-07-25
3035,308,5,Unity 3D,2022-07-25
3036,308,3,MySQL,2022-07-25
3037,308,10,Selenium,2022-07-25
3038,309,8,SIEM,2022-09-05
3039,309,2,Java,2022-09-05
3040,309,6,Elastic Stack,2022-09-05
3041,310,9,Google Cloud Platform,2022-09-25
3042,310,9,Microsoft Azure,2022-09-25
3043,310,9,AWS,2022-09-25
3044,310,4,Terraform,2022-09-25
3045,310,8,Prisma Cloud,2022-09-25
3046,311,2,Go,2022-11-10
3047,311,3,Redis,2022-11-10
3048,311,4,Kubernetes,2022-11-10
3049,311,1,React.js,2022-11-10
3050,311,10,JUnit,2022-11-10
3051,312,2,Node.js,2022-11-25
3052,312,4,Docker,2022-11-25
3053,312,9,AWS ECS,2022-11-25
3054,312,3,PostgreSQL,2022-11-25
3055,312,8,AWS WAF,2022-11-25
3056,313,5,IOS SDK,2023-01-05
3057,313,9,AWS IoT Core,2023-01-05
3058,313,3,InfluxDB,2023-01-05
3059,313,2,Python,2023-01-05
3060,313,8,AWS IoT Device Defender,2023-01-05
3061,314,7,OpenAI GPT-4,2023-01-25
3062,314,2,Python,2023-01-25
3063,314,1,React.js,2023-01-25
3064,314,3,Redis,2023-01-25
3065,315,4,5G Core Network,2023-03-10
3066,315,9,Edge Computing,2023-03-10
3067,315,8,Network Security,2023-03-10
3068,315,2,C++,2023-03-10
3069,316,6,Power BI,2023-03-25
3070,316,3,SQL Server,2023-03-25
3071,316,2,Python,2023-03-25
3072,316,4,Apache NiFi,2023-03-25
3073,317,7,TensorFlow,2023-05-05
3074,317,7,PyTorch,2023-05-05
3075,317,6,MLflow,2023-05-05
3076,317,9,AWS SageMaker,2023-05-05
3077,317,3,PostgreSQL,2023-05-05
3078,318,1,Next.js,2023-05-25
3079,318,2,Node.js,2023-05-25
3080,318,3,MongoDB,2023-05-25
3081,318,8,Stripe Radar,2023-05-25
3082,318,4,Docker,2023-05-25
3083,319,2,Python,2023-07-10
3084,319,1,React.js,2023-07-10
3085,319,3,SQLite,2023-07-10
3086,319,4,FastAPI,2023-07-10
3087,320,7,Scikit-learn,2023-07-25
3088,320,6,Pandas,2023-07-25
3089,320,9,AWS IoT,2023-07-25
3090,320,3,TimeScaleDB,2023-07-25
3091,321,8,GDPR Compliance Tools,2022-01-15
3092,321,2,Java,2022-01-15
3093,321,3,Encrypted Database,2022-01-15
3094,321,4,Ansible,2022-01-15
3095,322,4,Kubernetes,2022-02-10
3096,322,9,Docker Swarm,2022-02-10
3097,322,2,Go,2022-02-10
3098,322,3,Redis,2022-02-10
3099,323,1,ARCore,2022-03-15
3100,323,5,ARKit,2022-03-15
3101,323,2,Unity,2022-03-15
3102,323,3,Realm Database,2022-03-15
3103,324,9,Green Energy Monitoring,2022-04-10
3104,324,6,Energy Analytics,2022-04-10
3105,324,3,Time Series DB,2022-04-10
3106,324,2,Python,2022-04-10
3107,325,2,Node.js,2022-05-15
3108,325,1,React.js,2022-05-15
3109,325,9,WebRTC,2022-05-15
3110,325,3,Redis,2022-05-15
3111,326,7,TensorFlow,2022-06-10
3112,326,6,Pandas,2022-06-10
3113,326,3,PostgreSQL,2022-06-10
3114,326,2,Python,2022-06-10
3115,327,1,Vue.js,2022-07-15
3116,327,2,Node.js,2022-07-15
3117,327,3,MongoDB,2022-07-15
3118,327,10,Cypress,2022-07-15
3119,328,4,Cisco IOS,2022-08-10
3120,328,9,SD-WAN,2022-08-10
3121,328,8,Firewall Rules,2022-08-10
3122,328,2,Python,2022-08-10
3123,329,2,Python,2022-09-05
3124,329,4,Robot Framework,2022-09-05
3125,329,3,MySQL,2022-09-05
3126,329,10,Selenium,2022-09-05
3127,330,6,Apache Spark,2022-09-30
3128,330,3,Snowflake,2022-09-30
3129,330,2,Python,2022-09-30
3130,330,4,Airflow,2022-09-30
3131,331,5,IOS,2022-11-15
3132,331,9,AWS IoT,2022-11-15
3133,331,3,InfluxDB,2022-11-15
3134,331,2,Python,2022-11-15
3135,332,8,Biometric SDK,2022-12-05
3136,332,2,Java,2022-12-05
3137,332,3,Encrypted DB,2022-12-05
3138,332,4,Android SDK,2022-12-05
3139,333,1,Next.js,2023-01-20
3140,333,2,Node.js,2023-01-20
3141,333,3,MongoDB,2023-01-20
3142,333,8,Stripe,2023-01-20
3143,334,9,AWS Backup,2023-02-10
3144,334,4,Terraform,2023-02-10
3145,334,3,Backup Storage,2023-02-10
3146,334,8,DR Planning,2023-02-10
3147,335,1,Digital Signage Software,2023-03-15
3148,335,2,Content Management,2023-03-15
3149,335,3,Media Database,2023-03-15
3150,335,4,Remote Deployment,2023-03-15
3151,336,2,Go,2023-04-05
3152,336,4,Kong API Gateway,2023-04-05
3153,336,9,AWS API Gateway,2023-04-05
3154,336,3,Redis,2023-04-05
3155,337,7,Prophet,2023-04-30
3156,337,6,Pandas,2023-04-30
3157,337,3,PostgreSQL,2023-04-30
3158,337,2,Python,2023-04-30
3159,338,9,AWS IoT,2023-06-10
3160,338,3,TimeScaleDB,2023-06-10
3161,338,2,Python,2023-06-10
3162,338,6,Energy Analytics,2023-06-10
3163,339,5,React Native,2023-07-15
3164,339,8,Payment Encryption,2023-07-15
3165,339,2,Node.js,2023-07-15
3166,339,3,MongoDB,2023-07-15
3167,340,6,Workplace Analytics,2023-08-05
3168,340,2,Python,2023-08-05
3169,340,3,PostgreSQL,2023-08-05
3170,340,1,React.js,2023-08-05
3171,341,8,Security Training Platform,2022-02-23
3172,341,2,Node.js,2022-02-23
3173,341,1,React.js,2022-02-23
3174,341,3,MongoDB,2022-02-23
3175,341,10,Jest,2022-02-23
3176,342,4,Low-code Platform,2022-03-20
3177,342,1,React.js,2022-03-20
3178,342,2,Node.js,2022-03-20
3179,342,3,PostgreSQL,2022-03-20
3180,342,10,Cypress,2022-03-20
3181,343,1,React.js,2022-04-25
3182,343,2,Python Django,2022-04-25
3183,343,3,MySQL,2022-04-25
3184,343,9,AWS S3,2022-04-25
3185,343,4,Docker,2022-04-25
3186,344,9,AWS IoT,2022-05-20
3187,344,5,Android SDK,2022-05-20
3188,344,3,TimeSeries DB,2022-05-20
3189,344,2,Python,2022-05-20
3190,344,8,IoT Security,2022-05-20
3191,345,7,OpenCV,2022-06-25
3192,345,2,Python,2022-06-25
3193,345,6,Video Analytics,2022-06-25
3194,345,3,PostgreSQL,2022-06-25
3195,345,9,AWS Rekognition,2022-06-25
3196,346,8,Blockchain SDK,2022-07-20
3197,346,2,Go,2022-07-20
3198,346,3,Distributed Ledger,2022-07-20
3199,346,9,Ethereum,2022-07-20
3200,346,4,Docker,2022-07-20
3201,347,10,Selenium,2022-08-15
3202,347,4,Jenkins,2022-08-15
3203,347,2,Java,2022-08-15
3204,347,3,Test Database,2022-08-15
3205,348,6,Apache Spark,2022-09-10
3206,348,3,Data Lake,2022-09-10
3207,348,2,Python,2022-09-10
3208,348,9,AWS Glue,2022-09-10
3209,348,4,Airflow,2022-09-10
3210,349,7,Digital Twin Engine,2022-10-25
3211,349,2,C++,2022-10-25
3212,349,3,Geospatial DB,2022-10-25
3213,349,6,Simulation Analytics,2022-10-25
3214,349,9,Cloud Rendering,2022-10-25
3215,350,5,VR Headset SDK,2022-11-20
3216,350,2,Unity,2022-11-20
3217,350,3,Training Database,2022-11-20
3218,350,1,WebVR,2022-11-20
3219,350,10,VR Testing,2022-11-20
3220,351,9,Edge Computing Platform,2022-12-15
3221,351,4,Kubernetes,2022-12-15
3222,351,2,Go,2022-12-15
3223,351,3,Edge DB,2022-12-15
3224,351,8,Edge Security,2022-12-15
3225,352,6,Reporting Engine,2023-01-25
3226,352,2,Python,2023-01-25
3227,352,3,SQL Server,2023-01-25
3228,352,4,ETL Tools,2023-01-25
3229,352,10,Data Validation,2023-01-25
3230,353,1,React.js,2023-02-20
3231,353,2,Node.js,2023-02-20
3232,353,6,Customer Analytics,2023-02-20
3233,353,3,MongoDB,2023-02-20
3234,354,8,Quantum Cryptography,2023-03-25
3235,354,7,Quantum SDK,2023-03-25
3236,354,2,Python,2023-03-25
3237,354,3,Encrypted DB,2023-03-25
3238,354,9,Quantum Cloud,2023-03-25
3239,355,9,AWS IoT,2023-04-20
3240,355,5,Sensor SDK,2023-04-20
3241,355,3,TimeSeries DB,2023-04-20
3242,355,2,Python,2023-04-20
3243,355,6,Environmental Analytics,2023-04-20
3244,356,7,OCR Engine,2023-05-15
3245,356,2,Python,2023-05-15
3246,356,3,Document DB,2023-05-15
3247,356,6,Document Analytics,2023-05-15
3248,356,9,AWS Textract,2023-05-15
3249,357,9,Smart Grid Platform,2023-06-20
3250,357,5,IoT Sensors,2023-06-20
3251,357,3,Energy DB,2023-06-20
3252,357,2,Python,2023-06-20
3253,357,6,Grid Analytics,2023-06-20
3254,358,1,React.js,2023-07-25
3255,358,2,Node.js,2023-07-25
3256,358,3,MongoDB,2023-07-25
3257,358,8,Loyalty Security,2023-07-25
3258,358,4,Docker,2023-07-25
3259,359,5,AR Glasses SDK,2023-08-20
3260,359,2,Unity,2023-08-20
3261,359,3,Maintenance DB,2023-08-20
3262,359,1,AR Web,2023-08-20
3263,360,8,Smart Contract Platform,2023-09-15
3264,360,2,Solidity,2023-09-15
3265,360,3,Blockchain DB,2023-09-15
3266,360,9,Ethereum,2023-09-15
3267,360,4,Blockchain DevOps,2023-09-15
3268,361,7,AI Recruitment Engine,2022-03-05
3269,361,2,Python,2022-03-05
3270,361,3,HR Database,2022-03-05
3271,361,6,HR Analytics,2022-03-05
3272,361,8,Bias Detection,2022-03-05
3273,362,8,Multi-factor Auth,2022-03-31
3274,362,2,Java,2022-03-31
3275,362,3,Auth Database,2022-03-31
3276,362,4,Auth DevOps,2022-03-31
3277,363,2,Python,2022-05-10
3278,363,7,OCR Technology,2022-05-10
3279,363,3,Invoice DB,2022-05-10
3280,363,4,Automation Tools,2022-05-10
3281,364,9,Cloud Cost Tools,2022-06-15
3282,364,2,Python,2022-06-15
3283,364,3,Cost Database,2022-06-15
3284,364,6,Cost Analytics,2022-06-15
3285,365,7,Predictive Analytics,2022-07-20
3286,365,2,Python,2022-07-20
3287,365,3,Inventory DB,2022-07-20
3288,365,6,Supply Chain Analytics,2022-07-20
3289,366,7,Digital Twin Engine,2022-08-25
3290,366,2,C++,2022-08-25
3291,366,3,Simulation DB,2022-08-25
3292,366,6,Supply Chain Analytics,2022-08-25
3293,367,2,Node.js,2022-09-20
3294,367,5,Mobile SDK,2022-09-20
3295,367,3,Workforce DB,2022-09-20
3296,367,1,React.js,2022-09-20
3297,368,7,Content Moderation AI,2022-10-25
3298,368,2,Python,2022-10-25
3299,368,3,Content DB,2022-10-25
3300,368,6,Moderation Analytics,2022-10-25
3301,369,8,Carbon Credit Blockchain,2022-11-20
3302,369,2,Solidity,2022-11-20
3303,369,3,Blockchain DB,2022-11-20
3304,369,9,Ethereum,2022-11-20
3305,370,9,Health IoT Platform,2022-12-15
3306,370,5,Health Sensors,2022-12-15
3307,370,3,Health DB,2022-12-15
3308,370,8,Health Data Security,2022-12-15
3309,371,8,Smart Contract Audit,2023-01-20
3310,371,2,Solidity,2023-01-20
3311,371,3,Audit Database,2023-01-20
3312,371,9,Blockchain Tools,2023-01-20
3313,372,9,Edge IoT Platform,2023-02-15
3314,372,4,Kubernetes,2023-02-15
3315,372,2,Go,2023-02-15
3316,372,3,Edge DB,2023-02-15
3317,373,8,Trading Security,2023-03-20
3318,373,2,Java,2023-03-20
3319,373,3,Trading DB,2023-03-20
3320,373,9,Trading Platform,2023-03-20
3321,374,7,Market Research AI,2023-04-15
3322,374,2,Python,2023-04-15
3323,374,3,Research DB,2023-04-15
3324,374,6,Research Analytics,2023-04-15
3325,375,6,Customer Segmentation,2023-05-20
3326,375,2,Python,2023-05-20
3327,375,3,Segmentation DB,2023-05-20
3328,375,4,Data Pipeline,2023-05-20
3329,376,7,Quantum ML Framework,2023-06-15
3330,376,2,Python,2023-06-15
3331,376,3,Research DB,2023-06-15
3332,376,9,Quantum Cloud,2023-06-15
3333,377,1,React.js,2023-07-20
3334,377,2,Node.js,2023-07-20
3335,377,3,Employee DB,2023-07-20
3336,377,6,Employee Analytics,2023-07-20
3337,378,8,Document Verification,2023-08-15
3338,378,2,Python,2023-08-15
3339,378,3,Verification DB,2023-08-15
3340,378,9,Blockchain Storage,2023-08-15
3341,379,7,AI Code Review,2023-09-10
3342,379,2,Python,2023-09-10
3343,379,3,Code Database,2023-09-10
3344,379,4,CI/CD Integration,2023-09-10
3345,380,9,Energy Management Platform,2023-10-05
3346,380,5,Energy Sensors,2023-10-05
3347,380,3,Energy DB,2023-10-05
3348,380,6,Energy Analytics,2023-10-05
3349,381,8,Multi-cloud Security,2022-04-10
3350,381,9,AWS Security,2022-04-10
3351,381,9,Azure Security,2022-04-10
3352,381,4,Security DevOps,2022-04-10
3353,382,1,React.js,2022-05-15
